cluster,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
0,0.6642591497522775,0.46661801182675405,-13.36441593415375,0.8299381492728144,0.5859163858318683,0.0013844369953651908,0.4355227185552182,0.5840542432475627,100.38881588620745,1.6253743846891482
1,0.4863756125263671,0.3113068361090378,-13.203704624371248,0.06015708907999351,0.7491762437676457,0.1685261908976148,0.18211473957488236,0.41325795716371894,111.94124598409866,3.727545286927362
2,0.6273723127904319,0.6936773520225489,-7.606165974708616,0.07505121314847261,0.2584379032943551,0.05069823972270892,0.19984168126761637,0.6664498971585283,124.91302927173003,3.7746620042025345
